metabolite,pval,padj,py.value,comparison,FC,log2FC
Xylazine,0.12,0.315555556,0.500924169,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,0.606063417,-0.722459334
dCytidine,0.478,0.754177778,0.122526268,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.085837901,0.118808747
dInosine,0.0361,0.128155,0.892264445,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.235218825,0.304766645
dUridine,0.03,0.118333333,0.926892902,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.416884097,0.502721749
β-Alanine,0.743,0.894118644,0.048604849,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.054725495,0.076867569
γ-Aminobutyric acid,0.000851,0.008631571,2.063910131,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate,1.387911153,0.472915217
1-Methyl Adenosine,0.00258,0.014090769,1.851065298,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.209533142,0.274450301
1-Methylhistidine,0.000495,0.00878625,2.056196444,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.253535232,0.326002545
"10-(Hydroxymethyl)-4-methyl-8,11-dioxa-2,6-diazatricyclo[7.2.1.02,7]dodeca-3,6-dien-5-one",0.57,0.71,0.148741651,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.935732952,-0.095831236
2'-Deoxycytidine 5'-monophosphate (dCMP),0.421,0.553537037,0.256853315,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.130404865,0.176839579
2-Amino-4-methylpyrimidine,0.0233,0.068929167,1.161596972,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.202542688,0.266088108
2-Deoxyribose 5-phosphate,0.0484,0.1073875,0.969046268,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.477314725,0.562977208
2-Hydroxybutyric acid,0.331,0.507574468,0.294500232,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.754937573,-0.405570745
Acetyl-β-methylcholine,0.922,0.935171429,0.02910877,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.835197566,-0.259810587
Acetylcarnitine,0.421,0.553537037,0.256853315,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.017433591,0.024934631
Acetylcholine,0.00461,0.023379286,1.631168762,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.317864282,0.398201804
Allantoin,0.71,0.812555556,0.090146936,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.919727429,-0.120721728
Allopurinol,0.493,0.636418182,0.196257421,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.080113673,0.111183153
Arginine,0.0358,0.090778571,1.042016656,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.103816636,0.142500534
Asparagine,0.0166,0.05612381,1.250852858,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.130406594,0.176841786
Aspartic acid,0.0131,0.048952632,1.310223957,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.184672432,0.244488201
Betaine,0.399,0.544788462,0.263772099,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.917402604,-0.124373092
Butyrylcarnitine,0.544,0.689714286,0.161330779,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.963849183,-0.053120674
Carnitine,1,1,0,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.015832822,0.022662993
Choline,0.399,0.544788462,0.263772099,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.042270957,0.059730381
Clomazone,0.246,0.406186047,0.391275,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.434207977,0.520254247
Creatinine,0.399,0.544788462,0.263772099,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.890497287,-0.167316879
Cystine,0.0019,0.01349,1.86998805,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.45245703,0.538495483
Cytidine,0.0397,0.093956667,1.027072399,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.194665317,0.256606507
D-Glucose 6-phosphate,0.377,0.544788462,0.263772099,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.798528535,-0.324584133
Dehydronorketamine,0.262,0.422772727,0.373893036,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.321016567,0.401648559
Galactosamine/Glucosamine,0.681,0.80585,0.09374579,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.962884061,-0.054565999
Glutamic acid,0.00118,0.01349,1.86998805,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.272550688,0.347723122
Glycerol 3-phosphate,0.215,0.381625,0.418363183,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.158963796,0.2128355
Glycine,0.0586,0.118874286,0.92491208,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.090182487,0.12456965
Guanosine,0.0323,0.088203846,1.054512477,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.50583101,0.590559875
Histidine,0.00694,0.032849333,1.48347344,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.255647729,0.328431774
Homoarginine,0.0438,0.100316129,0.998629235,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.214964516,0.280914179
Hypoxanthine,0.161,0.300815789,0.521699372,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.186865533,0.247156493
Inosine,0.246,0.406186047,0.391275,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.079689983,0.110617124
Isovalerylcarnitine,0.86,0.884927536,0.053092291,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.91777128,-0.123793433
Ketamine,0.721,0.812555556,0.090146936,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.904176419,-0.145323802
Lactic acid,0.356,0.526583333,0.278532891,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.066986988,0.093542583
Lysine,0.0533,0.114675758,0.940528382,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.25550527,0.328268084
Methionine sulfoxide,0.0147,0.052185,1.282454312,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.371990625,0.456270624
Methylimidazoleacetic acid,0.0586,0.118874286,0.92491208,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.210326985,0.275396863
"N3,N4-Dimethyl-L-arginine",0.0358,0.090778571,1.042016656,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.237577821,0.307519247
"N6,N6,N6-Trimethyl-L-lysine",0.336,0.507574468,0.294500232,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.185928175,0.246016637
O-Acetylserine,0.000495,0.00878625,2.056196444,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.269655664,0.344437285
Ornithine,0.0771,0.147948649,0.829888997,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.178062721,0.236416351
Phenylalanine,0.0019,0.01349,1.86998805,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.300254079,0.378793564
Phosphocholine,0.83,0.866617647,0.062172472,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.857795065,-0.221295079
Proline,0.00222,0.014090769,1.851065298,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.131342351,0.178035564
Propionylcarnitine,0.769,0.839984615,0.075728668,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.969347248,-0.044914521
Prostaglandin E2,0.0261,0.074124,1.130041153,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.223058095,0.290492933
Pyroglutamic acid,0.246,0.406186047,0.391275,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.064087123,0.089616277
Serine,0.0131,0.048952632,1.310223957,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.126899224,0.172358504
Sugar alcohol,0.653,0.785813559,0.104680482,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.944729982,-0.08202605
Taurine,0.799,0.846701493,0.072269675,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.022120633,0.031565477
Thiamine,0.297,0.4686,0.329197716,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.113755058,0.155431984
Threonine,0.0209,0.064517391,1.190323201,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.186671291,0.246920363
Thymidine,0.0019,0.01349,1.86998805,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.329855878,0.411269903
Thymine,0.00138,0.01349,1.86998805,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.296965284,0.375139863
Trigonelline,0.799,0.846701493,0.072269675,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.025136763,0.035816392
Trimethylamine N-Oxide,0.597,0.730810345,0.136195314,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.080236259,0.11134688
Tyrosine,0.00258,0.014090769,1.851065298,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.180733142,0.239682937
Uric acid,0.0643,0.126813889,0.896833179,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.076664723,0.10656906
Uridine,0.0116,0.048447059,1.314732583,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.306695839,0.385923362
VLH,0.0397,0.093956667,1.027072399,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.690723324,-0.533820154
Xanthine,0.0186,0.060027273,1.221651388,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.258973662,0.332248102
Xanthosine,0.739,0.819828125,0.086277187,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.997139203,-0.004133172
Xylazine,0.71,0.812555556,0.090146936,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.042041484,0.059412713
dCytidine,3.29E-05,0.0023359,2.631545753,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.321940813,0.402657585
dInosine,0.186,0.338615385,0.470293314,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.108272521,0.148312679
dUridine,0.000233,0.0082715,2.082415726,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.606947957,0.684323206
β-Alanine,0.00791,0.035100625,1.45468515,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.18978742,0.25070383
γ-Aminobutyric acid,0.000707,0.0100394,1.998292242,PBS + Cortisone acetate vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.294222209,0.372085339
1-Methyl Adenosine,0.4,0.568,0.245651664,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.025128809,0.035805198
1-Methylhistidine,4.39E-06,7.79E-05,4.108337122,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.517330838,0.601535685
"10-(Hydroxymethyl)-4-methyl-8,11-dioxa-2,6-diazatricyclo[7.2.1.02,7]dodeca-3,6-dien-5-one",0.298,0.495422222,0.305024517,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.020161667,0.028797797
2'-Deoxycytidine 5'-monophosphate (dCMP),0.479,0.596649123,0.224280994,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.045171164,0.063739227
2-Amino-4-methylpyrimidine,0.382,0.553510204,0.256874368,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.902982035,-0.147230809
2-Deoxyribose 5-phosphate,0.0253,0.074845833,1.125832372,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.83555549,-0.259192453
2-Hydroxybutyric acid,0.438,0.586754717,0.23154341,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.391148675,0.476276612
Acetyl-β-methylcholine,0.0545,0.143314815,0.843708913,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.689119695,-0.537173506
Acetylcarnitine,0.438,0.586754717,0.23154341,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.907291197,-0.140362434
Acetylcholine,0.000616,0.004859556,2.313403449,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.810355666,-0.303372848
Allantoin,0.00764,0.031908235,1.496097214,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.638802242,-0.646558718
Allopurinol,0.00764,0.031908235,1.496097214,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.37228972,0.456585098
Arginine,0.73,0.78530303,0.104962727,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.050648003,0.071279406
Asparagine,0.705,0.770076923,0.113465891,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.025855502,0.036827533
Aspartic acid,0.0926,0.219153333,0.659251919,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.120246854,0.163816675
Betaine,0.61,0.71,0.148741651,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.02548508,0.036306502
Butyrylcarnitine,3.47E-06,7.79E-05,4.108337122,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.629048387,-0.668757099
Carnitine,2.99E-05,0.00042458,3.372040467,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.742425418,-0.429681991
Choline,3.47E-06,7.79E-05,4.108337122,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.788244198,-0.343285449
Clomazone,0.0638,0.161778571,0.791079004,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.807077154,-0.309221499
Creatinine,0.479,0.596649123,0.224280994,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.036236695,0.051353578
Cystine,0.831,0.867661765,0.06164954,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.951596767,-0.071577725
Cytidine,0.961,0.961,0.017276612,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.017066727,0.024414334
D-Glucose 6-phosphate,0.882,0.8946,0.048371106,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.975545402,-0.035719077
Dehydronorketamine,0.293,0.495422222,0.305024517,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.728549927,-0.456900252
Galactosamine/Glucosamine,0.122,0.262484848,0.58089576,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.964658056,-0.051910457
Glutamic acid,0.00548,0.025938667,1.586052352,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.19357202,0.255285621
Glycerol 3-phosphate,0.000108,0.001278,2.893469146,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.761938277,-0.392253963
Glycine,0.00142,0.008401667,2.075634553,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.777288116,-0.363478635
Guanosine,0.000394,0.00349675,2.456335416,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.482788438,0.568312771
Histidine,0.364,0.538416667,0.268881505,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.874806969,-0.192963381
Homoarginine,0.191,0.376694444,0.424010785,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.05326734,0.074871667
Hypoxanthine,0.169,0.352911765,0.452333864,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.949997763,-0.074003979
Inosine,0.00946,0.033583,1.473880511,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.416259296,0.502085426
Isovalerylcarnitine,0.00142,0.008401667,2.075634553,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.75893774,-0.397946557
Ketamine,0.293,0.495422222,0.305024517,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.713320169,-0.487378328
Lactic acid,0.542,0.663482759,0.178170358,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.990418715,-0.013889519
Lysine,0.00946,0.033583,1.473880511,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.147229382,0.198153879
Methionine sulfoxide,7.39E-09,5.25E-07,6.280097213,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,2.785881383,1.478133832
Methylimidazoleacetic acid,0.479,0.596649123,0.224280994,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.066325681,0.092648139
"N3,N4-Dimethyl-L-arginine",0.0191,0.061640909,1.210130965,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.190403352,0.251450494
"N6,N6,N6-Trimethyl-L-lysine",0.00851,0.033567222,1.474084596,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.138642506,0.187314862
O-Acetylserine,0.0021,0.011469231,1.940465709,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.222271477,0.289564756
Ornithine,0.882,0.8946,0.048371106,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.028689209,0.040807176
Phenylalanine,0.657,0.728859375,0.137356256,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.005277503,0.007593807
Phosphocholine,0.0994,0.227658065,0.642716961,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.740582284,-0.433268058
Proline,0.191,0.376694444,0.424010785,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.09502822,0.13096805
Propionylcarnitine,0.00142,0.008401667,2.075634553,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.616137698,-0.698675286
Prostaglandin E2,0.0253,0.074845833,1.125832372,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.735039556,-0.444106204
Pyroglutamic acid,0.268,0.495422222,0.305024517,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.978346774,-0.031582177
Serine,0.755,0.800074627,0.096869502,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.03485783,0.049432582
Sugar alcohol,0.314,0.495422222,0.305024517,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.04314817,0.060944094
Taurine,0.283,0.495422222,0.305024517,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.969053928,-0.045351141
Thiamine,0.0926,0.219153333,0.659251919,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.892165204,-0.164617213
Threonine,0.438,0.586754717,0.23154341,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.02420123,0.034499196
Thymidine,0.314,0.495422222,0.305024517,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.015675466,0.022439498
Thymine,0.479,0.596649123,0.224280994,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.031085437,0.044163881
Trigonelline,0.000152,0.001541714,2.811996103,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.455071215,-1.135835762
Trimethylamine N-Oxide,0.633,0.724887097,0.139729631,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.890422817,-0.167437533
Tyrosine,0.564,0.678711864,0.168314559,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.021129196,0.030165411
Uric acid,0.314,0.495422222,0.305024517,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.929726399,-0.105121874
Uridine,0.114,0.2529375,0.596986778,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.246093355,0.317412156
VLH,0.033,0.090115385,1.045201059,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.576647712,-0.794237885
Xanthine,0.033,0.090115385,1.045201059,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.870230765,-0.200530074
Xanthosine,0.342,0.516638298,0.286813403,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.727311687,-0.459354335
Xylazine,0.33,0.509347826,0.292985543,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,0.937193073,-0.093581803
dCytidine,0.61,0.71,0.148741651,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.074622518,0.103829974
dInosine,0.0105,0.0355,1.449771647,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.233440504,0.302688128
dUridine,0.214,0.410648649,0.386529602,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.295885736,0.373938515
β-Alanine,0.657,0.728859375,0.137356256,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.021140237,0.030181011
γ-Aminobutyric acid,0.00343,0.017395,1.759575567,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate,1.195714738,0.257873247
1-Methyl Adenosine,0.0331,0.111909524,0.951132952,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.075018855,0.104361964
1-Methylhistidine,0.0823,0.233732,0.631281825,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.083835738,0.116146124
"10-(Hydroxymethyl)-4-methyl-8,11-dioxa-2,6-diazatricyclo[7.2.1.02,7]dodeca-3,6-dien-5-one",0.278,0.459023256,0.338165311,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.78311439,-0.352705036
2'-Deoxycytidine 5'-monophosphate (dCMP),0.911,0.951191176,0.021732187,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.96696659,-0.048462051
2-Amino-4-methylpyrimidine,0.027,0.1065,0.972650392,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.128586802,0.174517384
2-Deoxyribose 5-phosphate,0.165,0.325416667,0.487560208,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.271908255,0.34699461
2-Hydroxybutyric acid,0.131,0.275647059,0.559646637,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.752730966,-0.409793773
Acetyl-β-methylcholine,0.71,0.826393443,0.082813138,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.906025613,-0.14237626
Acetylcarnitine,0.433,0.640479167,0.193494992,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.047247653,0.066602652
Acetylcholine,0.313,0.493844444,0.306409828,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.053876144,0.075705325
Allantoin,0.246,0.426,0.370590401,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.775363601,-0.367055084
Allopurinol,0.628,0.775083333,0.110651602,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.172566992,0.229670351
Arginine,0.0331,0.111909524,0.951132952,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.081732123,0.113343279
Asparagine,0.0112,0.053013333,1.275614888,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.087512274,0.121031684
Aspartic acid,0.000112,0.0073485,2.133801301,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.220136667,0.287042753
Betaine,0.628,0.775083333,0.110651602,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.929725212,-0.105123717
Butyrylcarnitine,0.189,0.362675676,0.440481571,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.09297666,0.128262593
Carnitine,0.655,0.775083333,0.110651602,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.026291157,0.037440079
Choline,0.39,0.589148936,0.229774902,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.010169176,0.014596926
Clomazone,0.852,0.916545455,0.037845992,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.025025351,0.035659591
Creatinine,0.794,0.867292308,0.061834505,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.014982169,0.021454383
Cystine,0.0894,0.235088889,0.628767897,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.155467047,0.208476115
Cytidine,0.123,0.27290625,0.563986518,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.039237186,0.055524959
D-Glucose 6-phosphate,0.132,0.275647059,0.559646637,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.739914048,-0.434570404
Dehydronorketamine,0.216,0.393230769,0.405352507,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.259378569,0.332712022
Galactosamine/Glucosamine,0.114,0.2698,0.568958055,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,0.919265086,-0.121447148
Glutamic acid,0.0823,0.233732,0.631281825,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.075405579,0.104880861
Glycerol 3-phosphate,0.97,0.97,0.013228266,PBS + Cortisone acetate + Voriconazol vs A. fumigatus wt + Cortisone acetate + Voriconazol,1.04442756,0.062712433
