metabolite,pval,padj,py.value,comparison,FC,log2FC
Trigonelline,2.45E-05,5.27E-05,4.278089507,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.601434884,0.679365137
Trimethylamine N-Oxide,0.015,0.020882353,1.680220568,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.618292938,-0.693637568
Tyrosine,7.30E-07,3.46E-06,5.46151005,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.573724801,0.654183277
Uric acid,8.00E-06,2.27E-05,4.643591673,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.272723076,0.347918546
Uridine,9.63E-08,7.60E-07,6.119357874,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,3.019236077,1.594183567
VLH,0.129,0.157913793,0.801579935,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.738365753,-0.437592456
Xanthine,6.30E-06,1.86E-05,4.729612344,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.916130922,0.938196139
Xanthosine,0.259,0.296596774,0.527833577,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.136144139,0.184145876
Xylazine,0.592,0.646646154,0.189333301,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.209374562,0.274261139
dCytidine,2.00E-07,1.29E-06,5.889104341,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.738916749,0.798188865
dInosine,0.000461,0.000818275,3.087100717,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.34801977,-1.522758833
dUridine,6.47E-08,6.56E-07,6.182935411,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,6.118697742,2.613224633
β-Alanine,5.75E-09,1.36E-07,6.866195061,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.470765244,0.556566989
γ-Aminobutyric acid,1.01E-05,2.66E-05,4.575784042,PBS + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.525172966,0.608972864
1-Methyl Adenosine,2.40E-06,5.33E-06,5.273680388,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,2.047431139,1.033814931
1-Methylhistidine,0.0402,0.051894545,1.284878288,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.8461196,-0.24106649
"10-(Hydroxymethyl)-4-methyl-8,11-dioxa-2,6-diazatricyclo[7.2.1.02,7]dodeca-3,6-dien-5-one",2.64E-07,7.21E-07,6.142111072,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.255156534,-1.970545509
2'-Deoxycytidine 5'-monophosphate (dCMP),0.398,0.428151515,0.368402515,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.961714467,-0.056319473
2-Amino-4-methylpyrimidine,0.000119,0.000216641,3.664259297,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.346338375,0.429041048
2-Deoxyribose 5-phosphate,4.95E-08,2.34E-07,6.630227711,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.012929926,-6.273142173
2-Hydroxybutyric acid,0.000372,0.000628857,3.201448002,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.426018363,-1.231012479
Acetyl-β-methylcholine,0.000177,0.000314175,3.502828376,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.986253673,0.990049887
Acetylcarnitine,0.165,0.19525,0.709408957,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.111163183,0.152070703
Acetylcholine,0.00177,0.00267383,2.572866243,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.131549697,0.178299948
Allantoin,2.14E-05,4.34E-05,4.362395922,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.913716671,0.936377252
Allopurinol,6.53E-08,2.80E-07,6.55311577,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.338659429,-1.562092931
Arginine,2.88E-06,6.20E-06,5.207863103,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.4337729,0.519816529
Asparagine,2.90E-05,5.56E-05,4.254545377,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.364466642,0.448337125
Aspartic acid,0.0132,0.018023077,1.744171064,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.094688993,0.130521051
Betaine,0.0375,0.049305556,1.307104143,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.20284979,0.266456492
Butyrylcarnitine,9.92E-09,6.40E-08,7.193622664,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.872790206,0.905189295
Carnitine,2.02E-09,2.05E-08,7.688488322,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.578522525,0.658574848
Choline,1.02E-10,3.62E-09,8.441171475,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.423772145,0.509718281
Clomazone,2.00E-06,4.72E-06,5.326236125,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,2.497555984,1.320517017
Creatinine,3.94E-08,2.00E-07,6.699373465,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.756032289,0.812319372
Cystine,2.06E-06,4.72E-06,5.326236125,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.095072956,-3.394821178
Cytidine,8.34E-08,3.12E-07,6.506329202,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.308410374,0.387815103
D-Glucose 6-phosphate,0.0559,0.069629825,1.157204699,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.839473414,-0.252443459
Dehydronorketamine,6.70E-08,2.80E-07,6.55311577,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,21.44360598,4.422475626
Galactosamine/Glucosamine,0.00116,0.001830222,2.737496176,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.779709717,-0.358990981
Glutamic acid,0.659,0.668414286,0.174954277,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.992631955,-0.010669196
Glycerol 3-phosphate,2.76E-10,6.53E-09,8.184953824,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.807003226,0.853599081
Glycine,7.37E-09,5.23E-08,7.281274163,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.44731555,0.533379499
Guanosine,0.000668,0.001077909,2.967417865,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.712047436,-0.48995474
Histidine,6.00E-05,0.000112105,3.950373998,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.334990214,0.416829166
Homoarginine,0.0559,0.069629825,1.157204699,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.898274701,-0.154771393
Hypoxanthine,0.0112,0.015592157,1.807093805,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.518181751,-0.948469886
Inosine,6.18E-07,1.57E-06,5.804911208,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.344436878,-1.53768848
Isovalerylcarnitine,0.000668,0.001077909,2.967417865,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.367185176,0.45120866
Ketamine,0.524,0.547117647,0.261919277,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.934692333,-0.097436534
Lactic acid,0.0304,0.040724528,1.390143937,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.166679795,0.222408656
Lysine,2.49E-05,4.91E-05,4.308844805,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.410515345,0.496222361
Methionine sulfoxide,0.565,0.581376812,0.235542294,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.033989565,0.048221627
Methylimidazoleacetic acid,0.738,0.738,0.131943638,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.054075246,0.075977858
"N3,N4-Dimethyl-L-arginine",0.00239,0.003535208,2.451584988,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.230745276,0.299532202
"N6,N6,N6-Trimethyl-L-lysine",0.383,0.418353846,0.378456234,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.04055831,0.057357812
O-Acetylserine,0.165,0.19525,0.709408957,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.149588897,0.201118033
Ornithine,4.12E-06,8.60E-06,5.065323352,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.485449925,0.570899972
Phenylalanine,1.34E-07,4.14E-07,6.383364689,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.575655814,0.655952428
Phosphocholine,0.478,0.506537313,0.295388557,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.808810696,-0.306126019
Proline,2.02E-09,2.05E-08,7.688488322,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.346398423,0.429105392
Propionylcarnitine,0.00129,0.001991087,2.700909773,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,2.139986273,1.097601542
Prostaglandin E2,7.37E-09,5.23E-08,7.281274163,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,2.23357115,1.159352212
Pyroglutamic acid,1.41E-09,2.00E-08,7.698492543,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.511604873,0.596081075
Serine,1.76E-08,9.61E-08,7.017172336,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.454556694,0.540579529
Sugar alcohol,0.00513,0.0072846,2.137594291,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.794132829,-0.332547758
Taurine,0.355,0.393828125,0.404693272,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.942807938,-0.08496419
Thiamine,1.06E-07,3.58E-07,6.445655081,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.560378704,0.641896214
Threonine,3.29E-07,8.65E-07,6.062909517,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.304680574,0.383696634
Thymidine,1.69E-07,4.80E-07,6.318794955,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.722071675,0.784145191
Thymine,1.34E-07,4.14E-07,6.383364689,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.630096223,0.704957128
Trigonelline,9.72E-10,1.73E-08,7.763135378,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,4.079783415,2.028492565
Trimethylamine N-Oxide,0.221,0.257229508,0.589679213,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.772795469,-0.37184146
Tyrosine,1.06E-07,3.58E-07,6.445655081,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.507768621,0.592415053
Uric acid,8.34E-08,3.12E-07,6.506329202,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.314633771,0.394660952
Uridine,0.00033,0.000571463,3.243011568,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.988125038,0.991408494
VLH,0.00427,0.006187143,2.208509856,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,2.602974502,1.38016118
Xanthine,7.57E-07,1.85E-06,5.73204377,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.736228743,0.795957031
Xanthosine,0.285,0.326370968,0.486288481,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.1462485,0.196919846
Xylazine,0.0911,0.111518966,0.952651268,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.995458774,0.996720473
dCytidine,7.37E-09,5.23E-08,7.281274163,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.601451512,0.679380118
dInosine,1.69E-07,4.80E-07,6.318794955,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,0.281747462,-1.827525478
dUridine,1.76E-08,9.61E-08,7.017172336,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,4.318417966,2.110502884
β-Alanine,5.80E-11,3.62E-09,8.441171475,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.394453108,0.479699421
γ-Aminobutyric acid,0.301,0.339222222,0.469515705,A. fumigatus wt + Cortisone acetate vs A. fumigatus delta_pptA + Corisone acetate,1.098898126,0.136057647
