metabolite,pval,padj,py.value,comparison,FC,log2FC
a/b/ω-Muricholic acid,0.000276,0.000999455,3.000236953,PBS vs PBS + Cortisone acetate,35.07169474,5.132235241
cis-Aconitic acid,0.00683,0.014574732,1.836399418,PBS vs PBS + Cortisone acetate,0.696964222,-0.520843497
dCytidine,0.0037,0.008585437,2.0662376,PBS vs PBS + Cortisone acetate,1.354882166,0.438167386
dUridine,0.0137,0.026620325,1.574786643,PBS vs PBS + Cortisone acetate,1.176472063,0.234467062
trans-3-Hydroxycinnamic acid,0.201,0.268374302,0.571259073,PBS vs PBS + Cortisone acetate,0.641015851,-0.641568063
α-aminobutyric acid/γ-Aminobutyric acid,0.012,0.023702479,1.625206223,PBS vs PBS + Cortisone acetate,0.729723445,-0.454578288
β-D-Glucopyranuronic acid,3.09E-07,4.34E-06,5.362092541,PBS vs PBS + Cortisone acetate,3.035906037,1.602127139
δ-Gluconolactone,0.00134,0.003443656,2.462980249,PBS vs PBS + Cortisone acetate,1.434581334,0.520629764
(-)-Camphanic acid,0.967,0.967,0.014573526,PBS vs PBS + Cortisone acetate + Voriconazol,0.991995629,-0.011594331
"(8aR,12S,12aR)-12-Hydroxy-4-methyl-4,5,6,7,8,8a,12,12a-octahydro-2H-3-benzoxecine-2,9(1H)-dione",8.64E-07,5.74E-06,5.241390857,PBS vs PBS + Cortisone acetate + Voriconazol,0.334703574,-1.579044138
(R)-Equol,0.00427,0.009277545,2.032566909,PBS vs PBS + Cortisone acetate + Voriconazol,1.540324564,0.623234376
"1,4a-Dimethyl-6-methylene-5-[2-(2-oxo-2,5-dihydro-3-furanyl)ethyl]decahydro-1-naphthalenecarboxylic acid",1.29E-08,1.62E-07,6.78976599,PBS vs PBS + Cortisone acetate + Voriconazol,0.172421797,-2.535985928
1-Methyl Adenosine,1.55E-05,6.50E-05,4.187145257,PBS vs PBS + Cortisone acetate + Voriconazol,0.529280038,-0.917896853
1-Phenyl-3-methyl-5-pyrazolone,0.00141,0.003474124,2.459154721,PBS vs PBS + Cortisone acetate + Voriconazol,0.598807037,-0.739836918
10-HDA,6.55E-06,3.26E-05,4.486602036,PBS vs PBS + Cortisone acetate + Voriconazol,3.633812088,1.861483817
11-α-Hydroxy-17-methyltestosterone,0.713,0.774577273,0.11093525,PBS vs PBS + Cortisone acetate + Voriconazol,1.256464456,0.32936986
"17-(1-Hydroxyethyl)-10,13-dimethyl-2,3,6,7,8,9,10,11,12,13,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-3-one",0.161,0.223715116,0.65030467,PBS vs PBS + Cortisone acetate + Voriconazol,0.675328455,-0.566338747
1H-indene-3-carboxamide,0.00316,0.007124906,2.147220882,PBS vs PBS + Cortisone acetate + Voriconazol,0.570227936,-0.810389375
"2,3,4-Trihydroxybenzoic acid",0.595,0.686980676,0.163055479,PBS vs PBS + Cortisone acetate + Voriconazol,1.151230777,0.203177066
2-(acetylamino)-3-(1H-indol-3-yl)propanoic acid,0.389,0.476774359,0.321687109,PBS vs PBS + Cortisone acetate + Voriconazol,1.08308465,0.115146003
2-Aminoadipic acid,1.29E-08,1.62E-07,6.78976599,PBS vs PBS + Cortisone acetate + Voriconazol,0.478431434,-1.063615914
2-Hydroxyisocaproic acid,1.29E-08,1.62E-07,6.78976599,PBS vs PBS + Cortisone acetate + Voriconazol,3.298672072,1.721885363
2-Hydroxyoctanoic acid,0.000478,0.001428025,2.845264189,PBS vs PBS + Cortisone acetate + Voriconazol,2.201903533,1.138751264
2-Hydroxyphenylalanine,1.29E-08,1.62E-07,6.78976599,PBS vs PBS + Cortisone acetate + Voriconazol,0.189754086,-2.397797144
2-Hydroxyvaleric acid,1.29E-08,1.62E-07,6.78976599,PBS vs PBS + Cortisone acetate + Voriconazol,3.815396458,1.931832975
2-Oxoglutaric acid,0.935,0.946885593,0.023702491,PBS vs PBS + Cortisone acetate + Voriconazol,0.892752136,-0.163668414
2-[(1S)-1-Hydroxyethyl]-4(1H)-quinazolinone,7.12E-05,0.000274465,3.561513795,PBS vs PBS + Cortisone acetate + Voriconazol,0.172365385,-2.536458022
2/3-Hydroxybutyric acid,0.000394,0.001255547,2.901167141,PBS vs PBS + Cortisone acetate + Voriconazol,2.001342631,1.000968178
20 β-Dihydroprednisolone,3.11E-06,1.86E-05,4.730901701,PBS vs PBS + Cortisone acetate + Voriconazol,65.42148331,6.031692565
"3,4-Dihydroxybenzenesulfonic acid",0.00141,0.003474124,2.459154721,PBS vs PBS + Cortisone acetate + Voriconazol,0.343965989,-1.539662173
"3,4-Dimethoxyphenylacetic acid",1.29E-08,1.62E-07,6.78976599,PBS vs PBS + Cortisone acetate + Voriconazol,2.561824285,1.357171525
"3,5-Dimethoxybenzoic acid",1.29E-08,1.62E-07,6.78976599,PBS vs PBS + Cortisone acetate + Voriconazol,7.745177507,2.953298304
"3-(1-hydroxyethyl)-2,3,6,7,8,8a-hexahydropyrrolo[1,2-a]pyrazine-1,4-dione",0.0057,0.011846087,1.926425084,PBS vs PBS + Cortisone acetate + Voriconazol,0.550812077,-0.860367902
3-(2-Hydroxyethyl)indole,0.00105,0.002757692,2.559454192,PBS vs PBS + Cortisone acetate + Voriconazol,0.266118614,-1.909858669
"3-(propan-2-yl)-octahydropyrrolo[1,2-a]pyrazine-1,4-dione_1",2.65E-05,0.000107347,3.969208237,PBS vs PBS + Cortisone acetate + Voriconazol,0.358203344,-1.481149291
"3-(propan-2-yl)-octahydropyrrolo[1,2-a]pyrazine-1,4-dione_2",0.267,0.348704918,0.457541927,PBS vs PBS + Cortisone acetate + Voriconazol,0.854326715,-0.227140198
3-Aminosalicylic acid,1.29E-08,1.62E-07,6.78976599,PBS vs PBS + Cortisone acetate + Voriconazol,0.173057742,-2.530674607
3-Hydroxy-2-methyl-4-pyrone,0.00427,0.009277545,2.032566909,PBS vs PBS + Cortisone acetate + Voriconazol,1.97648035,0.982933612
3-Indoxylsulfuric acid,1.25E-06,7.66E-06,5.115756693,PBS vs PBS + Cortisone acetate + Voriconazol,0.334758711,-1.578806497
3-Methyl-2-oxovaleric acid,0.0367,0.064024088,1.193656602,PBS vs PBS + Cortisone acetate + Voriconazol,1.317841018,0.398176336
3-Methylhistidine,1.55E-07,1.32E-06,5.878428432,PBS vs PBS + Cortisone acetate + Voriconazol,1.783379646,0.834613856
3-Phenyllactic acid,1.18E-05,5.53E-05,4.257290268,PBS vs PBS + Cortisone acetate + Voriconazol,2.391644118,1.25800273
3-Ureidopropionic acid,0.00316,0.007124906,2.147220882,PBS vs PBS + Cortisone acetate + Voriconazol,2.263163784,1.178340996
3-tert-Butyladipic acid,0.0128,0.0244736,1.611302142,PBS vs PBS + Cortisone acetate + Voriconazol,1.344931001,0.42753216
"4,8-Dihydroxyquinoline-2-carboxylic acid",0.000997,0.002677337,2.572296947,PBS vs PBS + Cortisone acetate + Voriconazol,0.568033634,-0.815951739
4-Acetamidophenol,0.0892,0.137540645,0.861568943,PBS vs PBS + Cortisone acetate + Voriconazol,0.758010815,-0.399709663
4-Amino-3-hydroxybenzoic acid,0.436,0.526282828,0.2787808,PBS vs PBS + Cortisone acetate + Voriconazol,1.489530416,0.574857583
4-Coumaric acid,0.934,0.946885593,0.023702491,PBS vs PBS + Cortisone acetate + Voriconazol,0.839599945,-0.252226022
4-Guanidinobutyric acid,0.436,0.526282828,0.2787808,PBS vs PBS + Cortisone acetate + Voriconazol,0.633154072,-0.659371486
4-Hydroxy xylazine,0.838,0.878429825,0.056292927,PBS vs PBS + Cortisone acetate + Voriconazol,1.044817289,0.063250674
4-Hydroxybenzaldehyde,0.00754,0.015017167,1.823411999,PBS vs PBS + Cortisone acetate + Voriconazol,1.55257334,0.63466142
4-Hydroxyhippuric acid,0.0555,0.093411972,1.02959746,PBS vs PBS + Cortisone acetate + Voriconazol,0.722614971,-0.46870095
4-Hydroxyproline,2.45E-07,1.89E-06,5.723797709,PBS vs PBS + Cortisone acetate + Voriconazol,0.620454467,-0.688602756
4-Phenolsulfonic acid,0.653,0.739654028,0.130971373,PBS vs PBS + Cortisone acetate + Voriconazol,0.723998293,-0.465941799
"4-cyclopropyl-6-methoxy-1,3,5-triazin-2-amine",0.935,0.946885593,0.023702491,PBS vs PBS + Cortisone acetate + Voriconazol,1.186399902,0.246590383
"5,6-dimethyl-4-oxo-4H-pyran-2-carboxylic acid",1.29E-08,1.62E-07,6.78976599,PBS vs PBS + Cortisone acetate + Voriconazol,8.381326295,3.06717856
5-Hydroxyindole,5.80E-07,4.08E-06,5.389653023,PBS vs PBS + Cortisone acetate + Voriconazol,0.338755474,-1.561683834
5-Hydroxytryptophan,0.116,0.17008589,0.769331714,PBS vs PBS + Cortisone acetate + Voriconazol,1.175355117,0.233096713
5-Methoxysalicylic acid,0.000394,0.001255547,2.901167141,PBS vs PBS + Cortisone acetate + Voriconazol,3.838064626,1.940379004
5-Methoxytryptophan,0.389,0.476774359,0.321687109,PBS vs PBS + Cortisone acetate + Voriconazol,0.979895408,-0.029300328
5-Methylcytosine,0.0209,0.038721705,1.412045523,PBS vs PBS + Cortisone acetate + Voriconazol,2.213501924,1.146330627
5-Methyluridine,0.461,0.550895,0.258931169,PBS vs PBS + Cortisone acetate + Voriconazol,0.97333267,-0.038995115
"5-hydroxy-4-methoxy-5,6-dihydro-2H-pyran-2-one",0.0113,0.021956911,1.658428767,PBS vs PBS + Cortisone acetate + Voriconazol,1.203702122,0.267478415
7-Oxobenz[de]anthracene,0.00167,0.0039913,2.398885628,PBS vs PBS + Cortisone acetate + Voriconazol,0.628532023,-0.669941844
Acetanilide,0.161,0.223715116,0.65030467,PBS vs PBS + Cortisone acetate + Voriconazol,0.858039904,-0.220883352
Acetohydroxamic acid,0.161,0.223715116,0.65030467,PBS vs PBS + Cortisone acetate + Voriconazol,0.840972346,-0.249869735
Acetyl-β-methylcholine_1,0.116,0.17008589,0.769331714,PBS vs PBS + Cortisone acetate + Voriconazol,0.787785175,-0.344125826
Acetyl-β-methylcholine_2,4.81E-06,2.55E-05,4.592669536,PBS vs PBS + Cortisone acetate + Voriconazol,0.355460742,-1.492237862
AcetylCarnitine,0.0057,0.011846087,1.926425084,PBS vs PBS + Cortisone acetate + Voriconazol,1.195170854,0.257216872
Acetylcholine,0.00014,0.000484928,3.314323154,PBS vs PBS + Cortisone acetate + Voriconazol,0.682092351,-0.551961011
Acrylic acid_1,0.0613,0.10034726,0.99849448,PBS vs PBS + Cortisone acetate + Voriconazol,0.855471107,-0.225208966
Alanine,0.000696,0.002028585,2.692806712,PBS vs PBS + Cortisone acetate + Voriconazol,1.242550879,0.313304927
Anserine,0.305,0.391908602,0.406815204,PBS vs PBS + Cortisone acetate + Voriconazol,1.237634819,0.307585691
Arginine,0.0675,0.109744898,0.959615661,PBS vs PBS + Cortisone acetate + Voriconazol,0.093231412,-3.423040072
Ascorbic acid,2.04E-05,8.41E-05,4.075399925,PBS vs PBS + Cortisone acetate + Voriconazol,1.84917057,0.886878307
Asparagine,0.000997,0.002677337,2.572296947,PBS vs PBS + Cortisone acetate + Voriconazol,1.265387863,0.339579664
Aspartic acid,0.25,0.330110497,0.481340665,PBS vs PBS + Cortisone acetate + Voriconazol,0.681882029,-0.552405931
Betaine,0.0742,0.117442384,0.930175141,PBS vs PBS + Cortisone acetate + Voriconazol,0.820325224,-0.285732104
Biotin,0.539,0.628395122,0.201767195,PBS vs PBS + Cortisone acetate + Voriconazol,0.944799998,-0.081919133
Butyrylcarnitine,1.29E-08,1.62E-07,6.78976599,PBS vs PBS + Cortisone acetate + Voriconazol,1.806875842,0.853497376
Carnitine,0.0555,0.093411972,1.02959746,PBS vs PBS + Cortisone acetate + Voriconazol,1.162426654,0.217139689
Catechol,0.00141,0.003474124,2.459154721,PBS vs PBS + Cortisone acetate + Voriconazol,0.318681462,-1.649812998
Cholic acid,0.000997,0.002677337,2.572296947,PBS vs PBS + Cortisone acetate + Voriconazol,20.64608014,4.367795993
Choline,0.0502,0.085698571,1.067026418,PBS vs PBS + Cortisone acetate + Voriconazol,0.930981954,-0.103174892
Citric acid,0.148,0.211808383,0.674056855,PBS vs PBS + Cortisone acetate + Voriconazol,0.829546549,-0.269605157
Citrulline,5.16E-08,5.87E-07,6.231171692,PBS vs PBS + Cortisone acetate + Voriconazol,0.580218946,-0.785330689
Clomazone,0.148,0.211808383,0.674056855,PBS vs PBS + Cortisone acetate + Voriconazol,1.26889729,0.343575296
Cortisone,1.29E-08,1.62E-07,6.78976599,PBS vs PBS + Cortisone acetate + Voriconazol,50.05742608,5.645512206
Coumarin,0.174,0.237634286,0.624090899,PBS vs PBS + Cortisone acetate + Voriconazol,0.856130179,-0.224097912
Creatine,0.713,0.774577273,0.11093525,PBS vs PBS + Cortisone acetate + Voriconazol,1.030975042,0.044009408
Crotonic acid_1,0.0613,0.10034726,0.99849448,PBS vs PBS + Cortisone acetate + Voriconazol,0.901688669,-0.149298702
Crotonic acid_2,0.000997,0.002677337,2.572296947,PBS vs PBS + Cortisone acetate + Voriconazol,1.752865352,0.809715178
Cystine,0.00014,0.000484928,3.314323154,PBS vs PBS + Cortisone acetate + Voriconazol,1.497797869,0.582842942
Cytidine,0.0814,0.127154248,0.895669125,PBS vs PBS + Cortisone acetate + Voriconazol,1.22432312,0.29198436
Cytosine,0.000478,0.001428025,2.845264189,PBS vs PBS + Cortisone acetate + Voriconazol,2.193930974,1.133518136
DL-4-Hydroxyphenyllactic acid,0.0742,0.117442384,0.930175141,PBS vs PBS + Cortisone acetate + Voriconazol,1.282512171,0.358972518
DL-Stachydrine_1,3.38E-06,1.91E-05,4.719747659,PBS vs PBS + Cortisone acetate + Voriconazol,0.263964745,-1.92158284
DL-Stachydrine_2,0.000478,0.001428025,2.845264189,PBS vs PBS + Cortisone acetate + Voriconazol,0.526760761,-0.924780215
Daidzein,0.683,0.76278972,0.117595169,PBS vs PBS + Cortisone acetate + Voriconazol,0.9086781,-0.138158786
Decanoylcarnitine,1.29E-08,1.62E-07,6.78976599,PBS vs PBS + Cortisone acetate + Voriconazol,6.676402505,2.739070934
Dehydronorketamine_1,3.51E-06,1.91E-05,4.719747659,PBS vs PBS + Cortisone acetate + Voriconazol,3.995204732,1.998269435
Dehydronorketamine_2,6.01E-06,3.12E-05,4.505485459,PBS vs PBS + Cortisone acetate + Voriconazol,3.518678394,1.815033658
Dehydronorketamine_3,1.29E-08,1.62E-07,6.78976599,PBS vs PBS + Cortisone acetate + Voriconazol,10.71792137,3.421953232
Diaminopimelic acid,0.0164,0.030862992,1.510561972,PBS vs PBS + Cortisone acetate + Voriconazol,1.411066963,0.496786453
Dihydroxybenzoic,1.55E-07,1.32E-06,5.878428432,PBS vs PBS + Cortisone acetate + Voriconazol,4.799861132,2.262992667
Ecgonine methyl ester,8.98E-05,0.00034067,3.467666312,PBS vs PBS + Cortisone acetate + Voriconazol,0.714865993,-0.484255273
Ecgonine_1,1.55E-05,6.50E-05,4.187145257,PBS vs PBS + Cortisone acetate + Voriconazol,0.801785349,-0.318712039
Ecgonine_2,1.29E-08,1.62E-07,6.78976599,PBS vs PBS + Cortisone acetate + Voriconazol,0.336007169,-1.57343608
Ethylmalonic acid,0.683,0.76278972,0.117595169,PBS vs PBS + Cortisone acetate + Voriconazol,1.027600202,0.039279079
Ferulic acid,0.806,0.852362832,0.069375496,PBS vs PBS + Cortisone acetate + Voriconazol,0.826798149,-0.274392935
Fumaric acid,0.967,0.967,0.014573526,PBS vs PBS + Cortisone acetate + Voriconazol,1.131333687,0.178024516
Genistein,0.713,0.774577273,0.11093525,PBS vs PBS + Cortisone acetate + Voriconazol,0.730641926,-0.452763554
Gluconic acid,0.00014,0.000484928,3.314323154,PBS vs PBS + Cortisone acetate + Voriconazol,1.604922735,0.682503844
Glucosamine/Galactosamine,0.806,0.852362832,0.069375496,PBS vs PBS + Cortisone acetate + Voriconazol,0.965892475,-0.0500655
Glucuronic acid,5.62E-05,0.000220193,3.657195618,PBS vs PBS + Cortisone acetate + Voriconazol,3.309268043,1.726512151
"Glucuronic acid-3,6-lactone",1.29E-08,1.62E-07,6.78976599,PBS vs PBS + Cortisone acetate + Voriconazol,2.727217721,1.447429879
Glutamic acid,0.412,0.502387755,0.298960954,PBS vs PBS + Cortisone acetate + Voriconazol,0.957482311,-0.06268226
Glutamine,9.03E-08,8.63E-07,6.063854357,PBS vs PBS + Cortisone acetate + Voriconazol,1.422978509,0.508913874
Glutathione oxidized,8.82E-06,4.22E-05,4.375103518,PBS vs PBS + Cortisone acetate + Voriconazol,0.163835026,-2.609684277
Glyceric acid,0.00196,0.004592549,2.337946199,PBS vs PBS + Cortisone acetate + Voriconazol,1.273464442,0.348758677
Glycine,0.000478,0.001428025,2.845264189,PBS vs PBS + Cortisone acetate + Voriconazol,1.287310093,0.364359619
Glycine anhydride,0.000478,0.001428025,2.845264189,PBS vs PBS + Cortisone acetate + Voriconazol,1.997535164,0.9982209
Glycocholic acid,0.367,0.454471503,0.342493344,PBS vs PBS + Cortisone acetate + Voriconazol,3.68713208,1.882499098
Glycolic acid,6.55E-06,3.26E-05,4.486602036,PBS vs PBS + Cortisone acetate + Voriconazol,0.648056507,-0.625808481
Glycyl-valine,0.0128,0.0244736,1.611302142,PBS vs PBS + Cortisone acetate + Voriconazol,1.826944691,0.869432958
Glyoxylic acid,0.25,0.330110497,0.481340665,PBS vs PBS + Cortisone acetate + Voriconazol,0.923446522,-0.114899679
Guanidoacetic acid,9.03E-08,8.63E-07,6.063854357,PBS vs PBS + Cortisone acetate + Voriconazol,0.534885732,-0.902697374
Hexanoyl Glycine,0.512,0.60279803,0.219828176,PBS vs PBS + Cortisone acetate + Voriconazol,0.827488212,-0.273189335
Hexanoylcarnitine,8.82E-06,4.22E-05,4.375103518,PBS vs PBS + Cortisone acetate + Voriconazol,2.472968306,1.30624375
Hexose,0.0408,0.07066087,1.150821022,PBS vs PBS + Cortisone acetate + Voriconazol,0.855103475,-0.225829085
Hexose dimer,0.512,0.60279803,0.219828176,PBS vs PBS + Cortisone acetate + Voriconazol,0.814656645,-0.295735963
Hippuric acid,2.45E-07,1.89E-06,5.723797709,PBS vs PBS + Cortisone acetate + Voriconazol,0.320834018,-1.640100975
Histidine,0.233,0.312848315,0.50466618,PBS vs PBS + Cortisone acetate + Voriconazol,1.026506972,0.037743426
Homoarginine,1.29E-08,1.62E-07,6.78976599,PBS vs PBS + Cortisone acetate + Voriconazol,0.493410597,-1.019139395
Homocitrulline,3.43E-05,0.000136628,3.864459229,PBS vs PBS + Cortisone acetate + Voriconazol,1.586233873,0.665605497
Hyocholic acid,0.000388,0.001255547,2.901167141,PBS vs PBS + Cortisone acetate + Voriconazol,22.03581958,4.46177865
Hypotaurine,0.00754,0.015017167,1.823411999,PBS vs PBS + Cortisone acetate + Voriconazol,0.58843304,-0.76504984
Indole-3-acetic acid,0.838,0.878429825,0.056292927,PBS vs PBS + Cortisone acetate + Voriconazol,0.8883236,-0.170842774
Indole-3-acrylic acid,0.744,0.800972973,0.096382138,PBS vs PBS + Cortisone acetate + Voriconazol,1.226812135,0.294914342
Indole-3-carboxyaldehyde,0.174,0.237634286,0.624090899,PBS vs PBS + Cortisone acetate + Voriconazol,0.847679772,-0.238408734
Indole-3-lactic acid,1.25E-06,7.66E-06,5.115756693,PBS vs PBS + Cortisone acetate + Voriconazol,2.114911769,1.080597478
Indole-3-propionic acid,0.00196,0.004592549,2.337946199,PBS vs PBS + Cortisone acetate + Voriconazol,0.545833528,-0.87346708
Inosine,0.0367,0.064024088,1.193656602,PBS vs PBS + Cortisone acetate + Voriconazol,0.380778353,-1.392976632
Isobutyric acid_1,0.87,0.904043478,0.043810682,PBS vs PBS + Cortisone acetate + Voriconazol,1.040864281,0.057781967
Isobutyric acid_2,0.161,0.223715116,0.65030467,PBS vs PBS + Cortisone acetate + Voriconazol,0.754636163,-0.406146857
Isocitric acid,0.902,0.933238095,0.030007541,PBS vs PBS + Cortisone acetate + Voriconazol,1.085141636,0.11788336
Isoleucine,0.00014,0.000484928,3.314323154,PBS vs PBS + Cortisone acetate + Voriconazol,0.775679365,-0.366467672
Isovalerylcarnitine,8.64E-07,5.74E-06,5.241390857,PBS vs PBS + Cortisone acetate + Voriconazol,2.350983769,1.233264579
Ketamine,0.0057,0.011846087,1.926425084,PBS vs PBS + Cortisone acetate + Voriconazol,0.8895429,-0.168863911
Kynurenic acid,0.116,0.17008589,0.769331714,PBS vs PBS + Cortisone acetate + Voriconazol,0.737236292,-0.439801002
Kynurenine,0.00231,0.005360097,2.270827344,PBS vs PBS + Cortisone acetate + Voriconazol,0.7500571,-0.414927666
L-Ascorbic acid 2-sulfate,0.00141,0.003474124,2.459154721,PBS vs PBS + Cortisone acetate + Voriconazol,1.560692339,0.642186166
Lactic acid,0.0057,0.011846087,1.926425084,PBS vs PBS + Cortisone acetate + Voriconazol,1.333780473,0.415521233
Leucine,0.00754,0.015017167,1.823411999,PBS vs PBS + Cortisone acetate + Voriconazol,0.789468384,-0.341046603
Lysine,0.0145,0.027503968,1.560604642,PBS vs PBS + Cortisone acetate + Voriconazol,0.85012302,-0.234256469
Malic acid,0.367,0.454471503,0.342493344,PBS vs PBS + Cortisone acetate + Voriconazol,0.848327237,-0.237307213
Methanesulfonic acid,1.25E-06,7.66E-06,5.115756693,PBS vs PBS + Cortisone acetate + Voriconazol,0.55317236,-0.854199023
Methionine,0.0329,0.058245185,1.23473997,PBS vs PBS + Cortisone acetate + Voriconazol,0.867882241,-0.204428792
Methionine sulfoxide,0.00864,0.016925902,1.771448187,PBS vs PBS + Cortisone acetate + Voriconazol,0.667698813,-0.582730619
Methyl salicylate_1,0.367,0.454471503,0.342493344,PBS vs PBS + Cortisone acetate + Voriconazol,1.021275727,0.030372422
Methyl salicylate_2,0.267,0.348704918,0.457541927,PBS vs PBS + Cortisone acetate + Voriconazol,1.460830887,0.546789174
Mucic acid,0.0814,0.127154248,0.895669125,PBS vs PBS + Cortisone acetate + Voriconazol,1.674041145,0.743334988
N-Acetyl-5-hydroxytryptamine,0.305,0.391908602,0.406815204,PBS vs PBS + Cortisone acetate + Voriconazol,0.720215557,-0.473499332
N-Acetyl-alanine,0.461,0.550895,0.258931169,PBS vs PBS + Cortisone acetate + Voriconazol,1.095889768,0.13210269
N-Acetyl-arginine,5.80E-07,4.08E-06,5.389653023,PBS vs PBS + Cortisone acetate + Voriconazol,0.296338548,-1.754681791
N-Acetyl-cysteine,0.0464,0.079781295,1.098098919,PBS vs PBS + Cortisone acetate + Voriconazol,2.539865587,1.34475215
N-Acetyl-glucosamine,0.174,0.237634286,0.624090899,PBS vs PBS + Cortisone acetate + Voriconazol,1.234078953,0.303434697
N-Acetyl-glutamic acid,0.935,0.946885593,0.023702491,PBS vs PBS + Cortisone acetate + Voriconazol,1.113769475,0.155450659
N-Acetyl-glutamine,0.713,0.774577273,0.11093525,PBS vs PBS + Cortisone acetate + Voriconazol,1.112974678,0.15442077
N-Acetyl-lysine,0.00316,0.007124906,2.147220882,PBS vs PBS + Cortisone acetate + Voriconazol,0.672601527,-0.572176042
N-Acetyl-ornithine,0.0186,0.034729688,1.459299124,PBS vs PBS + Cortisone acetate + Voriconazol,1.271792583,0.346863401
N-Acetyl-phenylalanine,0.345,0.433973684,0.362536605,PBS vs PBS + Cortisone acetate + Voriconazol,0.748807028,-0.417334119
