metabolite,pval,padj,py.value,comparison,FC,log2FC
3-Methyl-2-oxovaleric acid,0.31,0.622605042,0.205787367,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.948382537,-0.076458997
3-Methylhistidine,0.715,0.892665,0.049311493,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.076073417,0.105776512
3-Phenyllactic acid,0.813,0.929698565,0.03165784,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.96261841,-0.054964081
3-Ureidopropionic acid,0.377,0.682598485,0.16583468,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.442320254,0.528391538
3-tert-Butyladipic acid,0.949,0.994785088,0.002270734,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.988763701,-0.016302314
"4,8-Dihydroxyquinoline-2-carboxylic acid",0.561,0.802868263,0.095355709,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.986053128,-0.020262715
4-Acetamidophenol,0.0932,0.371246667,0.430337437,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.28860165,0.365806347
4-Amino-3-hydroxybenzoic acid,0.477,0.735503226,0.133415418,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.179616197,0.238317536
4-Coumaric acid,0.983,0.999731915,0.000116443,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.925349338,-0.11192998
4-Guanidinobutyric acid,0.983,0.999731915,0.000116443,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.023559209,0.03359456
4-Hydroxy xylazine,0.0769,0.328198214,0.483863786,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.739972461,-0.434456515
4-Hydroxybenzaldehyde,0.4,0.708148148,0.149875876,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.918798543,-0.122179526
4-Hydroxyhippuric acid,0.0568,0.308527273,0.51070644,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.244661481,0.315753416
4-Hydroxyproline,0.78,0.909365854,0.041261357,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.979822749,-0.029407308
4-Phenolsulfonic acid,0.112,0.399522388,0.398458879,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.663492369,-0.591848222
"4-cyclopropyl-6-methoxy-1,3,5-triazin-2-amine",0.0848,0.349434483,0.45663424,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.626043643,-0.675664861
"5,6-dimethyl-4-oxo-4H-pyran-2-carboxylic acid",0.000141,0.0067398,2.171352991,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.361418769,-1.468256667
5-Hydroxyindole,0.0511,0.290783333,0.536430489,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.795819442,-0.329486951
5-Hydroxytryptophan,0.683,0.872925134,0.059023002,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.031671136,0.044983159
5-Methoxysalicylic acid,0.377,0.682598485,0.16583468,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.873872698,-0.194504965
5-Methoxytryptophan,0.4,0.708148148,0.149875876,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.698866983,-0.516910204
5-Methylcytosine,0.31,0.622605042,0.205787367,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.852466001,-0.2302858
5-Methyluridine,0.652,0.870547486,0.060207534,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.986121269,-0.020163021
"5-hydroxy-4-methoxy-5,6-dihydro-2H-pyran-2-one",0.0697,0.314307547,0.502645191,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.164418816,0.219610058
7-Oxobenz[de]anthracene,0.683,0.872925134,0.059023002,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.281243087,0.35754422
Acetanilide,0.78,0.909365854,0.041261357,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.007377175,0.010603947
Acetohydroxamic acid,0.27,0.576160714,0.239456358,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.172955977,0.230148868
Acetyl-β-methylcholine_1,0.949,0.994785088,0.002270734,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.896000294,-0.158428889
Acetyl-β-methylcholine_2,0.533,0.781515337,0.107062494,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.852508415,-0.230214019
AcetylCarnitine,0.377,0.682598485,0.16583468,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.000794885,0.001146322
Acetylcholine,0.0459,0.290783333,0.536430489,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.094997229,0.130927219
Acrylic acid_1,0.102,0.38090625,0.419181901,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.06490205,0.090720737
Alanine,0.621,0.852982759,0.069059747,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.062246853,0.08711907
Anserine,0.146,0.424292135,0.372335019,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.28478724,0.36152947
Arginine,0.158,0.424292135,0.372335019,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.255653856,-1.967736311
Ascorbic acid,0.0367,0.274103125,0.562086013,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.251101802,0.323199186
Asparagine,0.533,0.781515337,0.107062494,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.997786435,-0.003197039
Aspartic acid,0.377,0.682598485,0.16583468,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.207522083,0.272049573
Betaine,0.847,0.945948598,0.024132462,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.064566713,0.090266362
Biotin,0.683,0.872925134,0.059023002,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.914082919,-0.129603053
Butyrylcarnitine,0.983,0.999731915,0.000116443,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.006723155,0.009667002
Carnitine,0.813,0.929698565,0.03165784,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.983433133,-0.024101133
Catechol,0.561,0.802868263,0.095355709,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.766155066,-0.384291678
Cholic acid,0.0259,0.221075,0.655460366,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.378292447,-1.402426122
Choline,0.621,0.852982759,0.069059747,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.012899346,0.018490818
Citric acid,0.27,0.576160714,0.239456358,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.886827472,-0.173274633
Citrulline,0.914,0.983990991,0.007008878,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.986373017,-0.019794761
Clomazone,0.172,0.451736264,0.345115044,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.139097968,0.187891832
Cortisone,0.0769,0.328198214,0.483863786,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.661834001,-0.595458685
Coumarin,0.683,0.872925134,0.059023002,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.993051788,-0.010059138
Creatine,0.451,0.728304054,0.137687273,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.069049751,0.096328995
Crotonic acid_1,0.134,0.421394737,0.375310893,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.091547081,0.126374358
Crotonic acid_2,1,1,0,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.970956362,-0.042521637
Cystine,0.451,0.728304054,0.137687273,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.054817981,0.076994069
Cytidine,0.0259,0.221075,0.655460366,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.195019669,0.257034364
Cytosine,0.00589,0.093847333,1.027578063,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.607264545,-0.719602955
DL-4-Hydroxyphenyllactic acid,0.158,0.424292135,0.372335019,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.196034139,0.258258569
DL-Stachydrine_1,0.368,0.682598485,0.16583468,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.465522044,0.551414669
DL-Stachydrine_2,0.201,0.50040625,0.300677275,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.73338555,-0.447356254
Daidzein,0.234,0.548294118,0.260986413,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.751633807,-0.411898138
Decanoylcarnitine,0.201,0.50040625,0.300677275,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.323218466,0.404051273
Dehydronorketamine_1,0.0328,0.252877419,0.597089949,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.560436756,0.641949886
Dehydronorketamine_2,0.451,0.728304054,0.137687273,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.140047868,0.189094401
Dehydronorketamine_3,0.0292,0.240648276,0.618617246,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.49342339,0.578623232
Diaminopimelic acid,0.102,0.38090625,0.419181901,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.261387891,0.335011989
Dihydroxybenzoic,0.31,0.622605042,0.205787367,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.306254516,0.385436025
Ecgonine methyl ester,0.00434,0.079789231,1.098055722,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.830874343,-0.267297787
Ecgonine_1,0.00134,0.035584444,1.44873981,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.823775588,-0.279676721
Ecgonine_2,0.747,0.892665,0.049311493,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.055232984,0.077561565
Ethylmalonic acid,0.983,0.999731915,0.000116443,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.925813478,-0.111206529
Ferulic acid,0.354,0.67147619,0.172969382,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.805472716,-0.312092374
Fumaric acid,0.102,0.38090625,0.419181901,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.317443085,0.397740637
Genistein,0.172,0.451736264,0.345115044,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.655500207,-0.609331858
Gluconic acid,0.012,0.1434,0.843450849,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.368009473,0.45207822
Glucosamine/Galactosamine,0.0105,0.1434,0.843450849,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.085345368,0.118154196
Glucuronic acid,0.331,0.653793388,0.184559476,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.303454958,0.38234073
"Glucuronic acid-3,6-lactone",0.652,0.870547486,0.060207534,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.019386,0.027700445
Glutamic acid,0.0848,0.349434483,0.45663424,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.240507523,0.310930484
Glutamine,0.146,0.424292135,0.372335019,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.036934118,0.052324235
Glutathione oxidized,0.847,0.945948598,0.024132462,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.381158838,0.465879244
Glyceric acid,0.683,0.872925134,0.059023002,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.985135281,-0.021606242
Glycine,0.00111,0.03316125,1.479369107,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.827268425,-0.273572577
Glycine anhydride,0.621,0.852982759,0.069059747,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.133672209,0.181003558
Glycocholic acid,0.0328,0.252877419,0.597089949,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.393041579,-1.347246156
Glycolic acid,0.715,0.892665,0.049311493,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.05047418,0.071040702
Glycyl-valine,0.158,0.424292135,0.372335019,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.300810782,0.379411121
Glyoxylic acid,0.234,0.548294118,0.260986413,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.393301529,0.47850751
Guanidoacetic acid,0.217,0.523868687,0.28077756,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.198526066,0.261261286
Hexanoyl Glycine,0.0568,0.308527273,0.51070644,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,2.024799316,1.017778925
Hexanoylcarnitine,0.0259,0.221075,0.655460366,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.490242543,0.575547154
Hexose,0.134,0.421394737,0.375310893,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.049408063,0.06957578
Hexose dimer,0.234,0.548294118,0.260986413,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.322512841,0.403281731
Hippuric acid,0.747,0.892665,0.049311493,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.972473572,-0.040269051
Histidine,0.0932,0.371246667,0.430337437,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.080081291,0.111139899
Homoarginine,0.914,0.983990991,0.007008878,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.926251047,-0.110524827
Homocitrulline,0.983,0.999731915,0.000116443,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.013314408,0.019081878
Hyocholic acid,0.0037,0.073691667,1.132581621,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.387457542,-1.367889867
Hypotaurine,0.813,0.929698565,0.03165784,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.94671248,-0.079001754
Indole-3-acetic acid,0.31,0.622605042,0.205787367,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.848044907,-0.237787433
Indole-3-acrylic acid,0.012,0.1434,0.843450849,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.721665935,-0.470596939
Indole-3-carboxyaldehyde,0.451,0.728304054,0.137687273,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.954809144,-0.066715713
Indole-3-lactic acid,0.813,0.929698565,0.03165784,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.947865709,-0.077245419
Indole-3-propionic acid,0.0769,0.328198214,0.483863786,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.717563994,-0.478820594
Inosine,0.146,0.424292135,0.372335019,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.423047518,0.508983837
Isobutyric acid_1,0.747,0.892665,0.049311493,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.92829341,-0.107347218
Isobutyric acid_2,0.451,0.728304054,0.137687273,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.155495911,0.208512154
Isocitric acid,0.561,0.802868263,0.095355709,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.055314422,0.077672902
Isoleucine,0.505,0.773685897,0.111435319,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.946901213,-0.078714173
Isovalerylcarnitine,0.123,0.419957143,0.376795028,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.855038022,-0.225939519
Ketamine,0.747,0.892665,0.049311493,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.040174387,0.056825419
Kynurenic acid,0.451,0.728304054,0.137687273,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.108528252,0.14864554
Kynurenine,0.683,0.872925134,0.059023002,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.99230116,-0.011150055
L-Ascorbic acid 2-sulfate,0.000111,0.00663225,2.178339112,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.472193594,0.557967399
Lactic acid,0.158,0.424292135,0.372335019,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.185461001,0.245448202
Leucine,0.217,0.523868687,0.28077756,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.895181241,-0.159748291
Lysine,0.186,0.478,0.320572103,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.060496417,0.084739747
Malic acid,0.252,0.568188679,0.245507424,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.311226637,0.390917068
Methanesulfonic acid,0.477,0.735503226,0.133415418,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.071426539,0.099532937
Methionine,0.0511,0.290783333,0.536430489,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.890965235,-0.166558955
Methionine sulfoxide,0.0511,0.290783333,0.536430489,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.63283512,-0.660098429
Methyl salicylate_1,0.000177,0.0070505,2.151780083,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.137141247,0.185411466
Methyl salicylate_2,0.747,0.892665,0.049311493,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.100030881,0.137544024
Mucic acid,0.102,0.38090625,0.419181901,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.759327835,0.815024341
N-Acetyl-5-hydroxytryptamine,0.252,0.568188679,0.245507424,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.770275701,-0.37655318
N-Acetyl-alanine,0.88,0.964770642,0.015575921,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.986444364,-0.019690411
N-Acetyl-arginine,0.252,0.568188679,0.245507424,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.877460796,-0.188593427
N-Acetyl-cysteine,0.527,0.781515337,0.107062494,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.782002445,-0.354754976
N-Acetyl-glucosamine,0.949,0.994785088,0.002270734,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.036475862,0.051686519
N-Acetyl-glutamic acid,0.4,0.708148148,0.149875876,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.286450158,0.363395563
N-Acetyl-glutamine,0.063,0.3136875,0.503502787,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.504830691,0.589601178
N-Acetyl-lysine,0.914,0.983990991,0.007008878,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.02484991,0.035412642
N-Acetyl-ornithine,0.29,0.602695652,0.219901942,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.065127797,0.09102654
N-Acetyl-phenylalanine,0.621,0.852982759,0.069059747,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.991206719,-0.012742128
N-Acetyl-tyrosine,0.186,0.478,0.320572103,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.163750399,0.218781662
N-Acetylneuraminic acid,0.158,0.424292135,0.372335019,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.130855313,0.177414355
N-Formylmethionine,0.451,0.728304054,0.137687273,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.891400438,-0.165854425
N-Iso valerylglycine,0.533,0.781515337,0.107062494,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.361020643,0.444688949
N-Isobutyrylglycine,0.123,0.419957143,0.376795028,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.408906738,0.494576116
N-acetyl-methionine,0.451,0.728304054,0.137687273,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.010790021,0.015483327
"N3,N4-Dimethyl-L-arginine",0.29,0.602695652,0.219901942,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.086822695,0.120116598
"N6,N6,N6-Trimethyl-L-lysine",0.652,0.870547486,0.060207534,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.947653771,-0.077568034
N8-Acetylspermidine,0.0229,0.221075,0.655460366,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.21876224,0.285416708
Nicotinamide 1-oxide,0.88,0.964770642,0.015575921,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.95108033,-0.072360896
Nicotine amide,0.00315,0.068440909,1.16468423,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.782269188,-0.354262953
Nitrosoheptamethyleneimine,0.00506,0.086381429,1.063579618,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.883178191,0.913169518
Norketamine_1,1,1,0,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.950717345,-0.072911614
Norketamine_2,0.477,0.735503226,0.133415418,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.941984734,-0.086224416
O-Acetylserine,0.747,0.892665,0.049311493,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.050140657,0.070582577
Octanoylcarnitine,0.0459,0.290783333,0.536430489,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.401293487,0.486759146
Ornithine,0.425,0.728304054,0.137687273,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.955277263,-0.066008569
Pantothenic acid,0.112,0.399522388,0.398458879,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.04821606,0.067936118
Pentose,0.747,0.892665,0.049311493,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.002859443,0.004119417
Phenol_1,0.063,0.3136875,0.503502787,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.183887147,0.243531563
Phenol_2,0.477,0.735503226,0.133415418,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.06150899,0.08611659
Phenylalanine,0.134,0.421394737,0.375310893,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.881224327,-0.182418773
Phosphoenolpyruvic acid,0.983,0.999731915,0.000116443,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.026701244,0.038016438
Pipecolinic acid,0.591,0.835792899,0.077901323,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.974195284,-0.037717096
Prolinamide,0.477,0.735503226,0.133415418,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.967232359,-0.048065584
Proline,0.533,0.781515337,0.107062494,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.981696763,-0.026650636
Prolylglycine,0.683,0.872925134,0.059023002,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.001169813,0.001686697
Prolylleucine_1,0.914,0.983990991,0.007008878,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.93170313,-0.102057754
Prolylleucine_2,0.78,0.909365854,0.041261357,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.919358833,-0.121300028
Propionylcarnitine,0.112,0.399522388,0.398458879,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.293905295,0.371732026
Pyrene,0.0697,0.314307547,0.502645191,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.305747656,0.384876114
Pyridoxal,0.533,0.781515337,0.107062494,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.16402361,0.219120321
Pyridoxine,0.0694,0.314307547,0.502645191,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.822140876,-0.28254247
Pyroglutamic acid,0.425,0.728304054,0.137687273,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.979030575,-0.030574179
Pyruvic acid,0.88,0.964770642,0.015575921,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.968018846,-0.04689296
Rexamino,0.063,0.3136875,0.503502787,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,2.160828657,1.111584678
Riboflavin,0.354,0.67147619,0.172969382,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.974838894,-0.036764282
SAICA-riboside,1.73E-06,0.000206735,3.684585992,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,2.34294851,1.228325249
Salicylic acid,0.425,0.728304054,0.137687273,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.807055455,-0.309260287
Serine,0.123,0.419957143,0.376795028,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.942883499,-0.084848569
Serotonin,0.847,0.945948598,0.024132462,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.934695314,-0.097431934
Spermine,0.747,0.892665,0.049311493,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.029364517,0.041753957
Succinic acid,0.0511,0.290783333,0.536430489,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.322242331,0.402986608
Sugar alcochol (C5),0.0259,0.221075,0.655460366,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.386207062,0.471142773
Sugar alcochol (C6),0.134,0.421394737,0.375310893,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.070653,0.098490976
Taurine,0.27,0.576160714,0.239456358,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.171197169,0.227983972
Tauro-a/b-Muricholic acid,0.201,0.50040625,0.300677275,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.394147136,-1.343193803
Taurochenodeoxycholic acid,0.727,0.892665,0.049311493,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,2.667574649,1.415528644
Thiamine,0.0511,0.290783333,0.536430489,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.636789823,0.71086908
Threonic acid,0.331,0.653793388,0.184559476,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,1.030107141,0.0427944
Threonine,0.0079,0.11800625,0.92809499,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.848956562,-0.236237356
Thymidine,0.354,0.67147619,0.172969382,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.899895629,-0.152170409
Tiglic acid,1,1,0,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.91619779,-0.126269012
Traumatic acid,0.652,0.870547486,0.060207534,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.9492279,-0.07517359
Trigonelline,1,1,0,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.935927868,-0.095530749
Triisopropanolamine,0.0411,0.290783333,0.536430489,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.744488505,-0.425678522
Trimethylamine N-Oxide,0.747,0.892665,0.049311493,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.913047772,-0.131237748
Tryptamine,0.27,0.576160714,0.239456358,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.878206102,-0.187368537
Tryptophan,0.354,0.67147619,0.172969382,PBS + Cortisone acetate vs PBS + Cortisone acetate + Voriconazol,0.90896418,-0.137704652
