seqID,barcode,libType,extID,libID,sampleID,extractionMethod,concExt,concAmp,concLib,tissueConc,sampleVol,sampleTreatment,notes,sampleName,sampleType,sampleGroup,sampleGroup2,rawReads,filtReads,OTUs,ratioPhylum,ratioClass,ratioOrder,ratioFamily,ratioGenus,ratioSpecies
18100FL-24-06-14,110,abV4-C,EXT-CP941b-14-B,LIB-CP941b-14-B-1,SA-CP941b-14,molzym ultra deep microbiome,0.616155461,0.057682601,0.163987782,66.67,0.75,PBS,,14,lung tissue,1,1,43807,33178,130,130,130,130,122,114,7
18100FL-24-06-13,109,abV4-C,EXT-CP941b-13-B,LIB-CP941b-13-B-1,SA-CP941b-13,molzym ultra deep microbiome,1.254880719,0.052875718,0.066346202,66.67,0.75,PBS,,13,lung tissue,1,1,34720,18463,92,92,92,92,92,89,5
18100FL-24-06-12,108,abV4-C,EXT-CP941b-12-B,LIB-CP941b-12-B-1,SA-CP941b-12,molzym ultra deep microbiome,0.4671948,0.06969981,0.189024085,66.67,0.75,PBS,,12,lung tissue,1,1,37194,29716,119,118,118,118,117,114,3
18100FL-24-06-105,216,abV4-C,EXT-CP941b-114-B,LIB-CP941b-114-B-1,SA-CP941b-114,molzym ultra deep microbiome,0.060217274,0.061075875,0.279570422,,0.75,environment_work place control,negative control (water),C6,ENV-Ctrl,9,9,43835,37859,114,114,114,114,114,113,6
18100FL-24-06-104,215,abV4-C,EXT-CP941b-113-B,LIB-CP941b-113-B-1,SA-CP941b-113,molzym ultra deep microbiome,0.023349555,0.042283298,0.056653037,,0.75,environment_work place control,"negative control (food, drinking water)",C5,ENV-Ctrl,9,9,19857,17026,112,110,110,110,110,106,4
18100FL-24-06-103,214,abV4-C,EXT-CP941b-112-B,LIB-CP941b-112-B-1,SA-CP941b-112,molzym ultra deep microbiome,0.039325567,0.045806906,0.070200502,,0.75,environment_work place control,negative control (cage bedding),C4,ENV-Ctrl,9,9,29938,25876,127,126,126,126,126,124,4
18100FL-24-06-102,213,abV4-C,EXT-CP941b-111-B,LIB-CP941b-111-B-1,SA-CP941b-111,molzym ultra deep microbiome,0.04669911,0.048155978,0.147790532,,0.75,environment_work place control,negative control (plastic),C3,ENV-Ctrl,9,9,42488,36727,139,138,138,138,138,130,6
18100FL-24-06-101,212,abV4-C,EXT-CP941b-110-B,LIB-CP941b-110-B-1,SA-CP941b-110,molzym ultra deep microbiome,0.027036327,0.048155978,0.120695601,,0.75,environment_work place control,negative control (instruments),C2,ENV-Ctrl,9,9,29114,25079,145,145,145,145,144,142,6
18100FL-24-06-11,107,abV4-C,EXT-CP941b-11-B,LIB-CP941b-11-B-1,SA-CP941b-11,molzym ultra deep microbiome,0.549574559,0.060086043,0.423113515,66.67,0.75,PBS,,11,lung tissue,1,1,53817,44897,176,176,176,176,168,158,11
18100FL-24-06-100,211,abV4-C,EXT-CP941b-109-B,LIB-CP941b-109-B-1,SA-CP941b-109,molzym ultra deep microbiome,0.035638795,0.049330514,0.242622789,,0.75,environment_work place control,"negative control (for samples 1.2, 1.3, 1.4)",C1,ENV-Ctrl,9,9,315532,268408,185,185,185,185,185,181,7
18100FL-24-06-99,210,abV4-C,EXT-CP941b-108-B,LIB-CP941b-108-B-1,SA-CP941b-108,molzym ultra deep microbiome,0.850415376,0.061075875,0.18720134,66.67,0.75,specific pathogen free mice control,control,1.4,lung tissue,8,8,36760,24904,133,133,133,133,133,131,5
18100FL-24-06-98,209,abV4-C,EXT-CP941b-107-B,LIB-CP941b-107-B-1,SA-CP941b-107,molzym ultra deep microbiome,0.458388635,0.048155978,0.03325287,66.67,0.75,specific pathogen free mice control,control,1.3,lung tissue,8,8,32293,21150,128,128,128,128,128,125,6
18100FL-24-06-97,208,abV4-C,EXT-CP941b-106-B,LIB-CP941b-106-B-1,SA-CP941b-106,molzym ultra deep microbiome,0.578823182,0.043457834,0.117000837,66.67,0.75,specific pathogen free mice control,control,1.2,lung tissue,8,8,8569,3492,97,96,96,96,95,95,2
18100FL-24-06-96,207,abV4-C,EXT-CP941b-105-B,LIB-CP941b-105-B-1,SA-CP941b-105,molzym ultra deep microbiome,0.38833997,0.03875969,0.137937829,66.67,0.75,germ free mice control,germ-free,G-5,lung tissue,7,7,21300,14542,108,108,108,108,106,102,9
18100FL-24-06-95,206,abV4-C,EXT-CP941b-104-B,LIB-CP941b-104-B-1,SA-CP941b-104,molzym ultra deep microbiome,0.383424274,0.037585154,0.094832258,66.67,0.75,germ free mice control,germ-free,G-4,lung tissue,7,7,32368,23833,123,123,123,123,116,113,6
18100FL-24-06-94,205,abV4-C,EXT-CP941b-103-B,LIB-CP941b-103-B-1,SA-CP941b-103,molzym ultra deep microbiome,1.004030871,0.068123091,0.815311099,66.67,0.75,germ free mice control,germ-free,G-3,lung tissue,7,7,48376,38905,187,187,187,187,182,157,6
18100FL-24-06-93,204,abV4-C,EXT-CP941b-102-B,LIB-CP941b-102-B-1,SA-CP941b-102,molzym ultra deep microbiome,0.642727228,0.057552267,0.240159614,66.67,0.75,A fumigatus delta_pptA_Corisone acetate,,105,lung tissue,6,6,43667,34480,109,109,109,106,106,99,7
18100FL-24-06-92,203,abV4-C,EXT-CP941b-101-B,LIB-CP941b-101-B-1,SA-CP941b-101,molzym ultra deep microbiome,0.761932852,0.051679587,0.141632593,66.67,0.75,A fumigatus delta_pptA_Corisone acetate,,104,lung tissue,6,6,41318,31098,164,164,164,162,162,160,4
18100FL-24-06-91,202,abV4-C,EXT-CP941b-100-B,LIB-CP941b-100-B-1,SA-CP941b-100,molzym ultra deep microbiome,0.65255862,0.050505051,0.068968915,66.67,0.75,A fumigatus delta_pptA_Corisone acetate,,103,lung tissue,6,6,28500,16782,87,87,87,87,86,84,6
18100FL-24-06-10,106,abV4-C,EXT-CP941b-10-B,LIB-CP941b-10-B-1,SA-CP941b-10,molzym ultra deep microbiome,0.222312501,0.054077439,0.037554454,66.67,0.75,PBS,,10,lung tissue,1,1,15571,11259,57,57,57,57,57,50,4
18100FL-24-06-09,105,abV4-C,EXT-CP941b-09-B,LIB-CP941b-09-B-1,SA-CP941b-09,molzym ultra deep microbiome,0.532647212,0.051673997,0.035050824,66.67,0.75,PBS,,9,lung tissue,1,1,19367,11451,92,92,92,92,92,87,2
18100FL-24-06-08,104,abV4-C,EXT-CP941b-08-B,LIB-CP941b-08-B-1,SA-CP941b-08,molzym ultra deep microbiome,0.393842959,0.064892927,0.341745531,66.67,0.75,PBS,,8,lung tissue,1,1,50741,40057,106,106,106,106,101,90,7
18100FL-24-06-07,103,abV4-C,EXT-CP941b-07-B,LIB-CP941b-07-B-1,SA-CP941b-07,molzym ultra deep microbiome,0.876836617,0.051673997,0.085123429,66.67,0.75,PBS,,7,lung tissue,1,1,18430,11899,86,86,86,86,86,77,3
18100FL-24-06-06,102,abV4-C,EXT-CP941b-06-B,LIB-CP941b-06-B-1,SA-CP941b-06,molzym ultra deep microbiome,0.295664342,0.051673997,0.165239597,66.67,0.75,PBS,,6,lung tissue,1,1,38605,27297,99,99,99,98,98,88,3
18100FL-24-06-05,101,abV4-C,EXT-CP941b-05-B,LIB-CP941b-05-B-1,SA-CP941b-05,molzym ultra deep microbiome,0.372401652,0.036051626,0.052576236,66.67,0.75,PBS,,5,lung tissue,1,1,19655,10363,83,83,83,83,79,77,2
18100FL-24-06-04,100,abV4-C,EXT-CP941b-04-B,LIB-CP941b-04-B-1,SA-CP941b-04,molzym ultra deep microbiome,0.492021577,0.050472276,0.071353463,66.67,0.75,PBS,,4,lung tissue,1,1,20738,11238,85,84,84,84,84,80,5
18100FL-24-06-03,99,abV4-C,EXT-CP941b-03-B,LIB-CP941b-03-B-1,SA-CP941b-03,molzym ultra deep microbiome,0.355474304,0.046867114,0.195283161,66.67,0.75,PBS,,3,lung tissue,1,1,34001,26207,169,169,169,169,159,147,7
18100FL-24-06-02,98,abV4-C,EXT-CP941b-02-B,LIB-CP941b-02-B-1,SA-CP941b-02,molzym ultra deep microbiome,0.505563455,0.050472276,0.175254118,66.67,0.75,PBS,,2,lung tissue,1,1,29374,22040,111,111,111,111,105,96,5
18100FL-24-06-01,97,abV4-C,EXT-CP941b-01-B,LIB-CP941b-01-B-1,SA-CP941b-01,molzym ultra deep microbiome,0.448010472,0.066094648,0.107656101,66.67,0.75,PBS,,1,lung tissue,1,1,25321,18314,107,106,106,106,100,95,2
